session_code,title,url,abstract,date_time,location,files,replay_url,speaker_name,speaker_title_org
,Quantum Computing: Where We Are and Where We’re Headed [S74495],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736991707221001VCoU,"Doors open at 9:00 a.m.  Session begins at 10:00 a.m.
NVIDIA founder and CEO Jensen Huang hosts industry leaders from Alice & Bob, Atom Computing, D-Wave, Infleqtion, IonQ, Pasqal, PsiQuantum, Quantinuum, Quantum Circuits, QuEra Computing, Rigetti and SEEQC to learn today's state of the art and what the future holds for useful quantum computing. These unprecedented fireside chats bring together the whole quantum computing community for an overview of this exciting technology.",9:00 AM - 12:00 PM PDT,,,,Peter Chapman,Peter Chapman
,Quantum Computing: Where We Are and Where We’re Headed [S74495],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736991707221001VCoU,"Doors open at 9:00 a.m.  Session begins at 10:00 a.m.
NVIDIA founder and CEO Jensen Huang hosts industry leaders from Alice & Bob, Atom Computing, D-Wave, Infleqtion, IonQ, Pasqal, PsiQuantum, Quantinuum, Quantum Circuits, QuEra Computing, Rigetti and SEEQC to learn today's state of the art and what the future holds for useful quantum computing. These unprecedented fireside chats bring together the whole quantum computing community for an overview of this exciting technology.",9:00 AM - 12:00 PM PDT,,,,Rajeeb Hazra,Rajeeb Hazra
,Quantum Computing: Where We Are and Where We’re Headed [S74495],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736991707221001VCoU,"Doors open at 9:00 a.m.  Session begins at 10:00 a.m.
NVIDIA founder and CEO Jensen Huang hosts industry leaders from Alice & Bob, Atom Computing, D-Wave, Infleqtion, IonQ, Pasqal, PsiQuantum, Quantinuum, Quantum Circuits, QuEra Computing, Rigetti and SEEQC to learn today's state of the art and what the future holds for useful quantum computing. These unprecedented fireside chats bring together the whole quantum computing community for an overview of this exciting technology.",9:00 AM - 12:00 PM PDT,,,,Rob Schoelkopf,Rob Schoelkopf
,Quantum Computing: Where We Are and Where We’re Headed [S74495],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736991707221001VCoU,"Doors open at 9:00 a.m.  Session begins at 10:00 a.m.
NVIDIA founder and CEO Jensen Huang hosts industry leaders from Alice & Bob, Atom Computing, D-Wave, Infleqtion, IonQ, Pasqal, PsiQuantum, Quantinuum, Quantum Circuits, QuEra Computing, Rigetti and SEEQC to learn today's state of the art and what the future holds for useful quantum computing. These unprecedented fireside chats bring together the whole quantum computing community for an overview of this exciting technology.",9:00 AM - 12:00 PM PDT,,,,Simone Severini,Simone Severini
,Quantum Computing: Where We Are and Where We’re Headed [S74495],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736991707221001VCoU,"Doors open at 9:00 a.m.  Session begins at 10:00 a.m.
NVIDIA founder and CEO Jensen Huang hosts industry leaders from Alice & Bob, Atom Computing, D-Wave, Infleqtion, IonQ, Pasqal, PsiQuantum, Quantinuum, Quantum Circuits, QuEra Computing, Rigetti and SEEQC to learn today's state of the art and what the future holds for useful quantum computing. These unprecedented fireside chats bring together the whole quantum computing community for an overview of this exciting technology.",9:00 AM - 12:00 PM PDT,,,,Subodh Kulkarni,Subodh Kulkarni
,Quantum Computing: Where We Are and Where We’re Headed [S74495],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736991707221001VCoU,"Doors open at 9:00 a.m.  Session begins at 10:00 a.m.
NVIDIA founder and CEO Jensen Huang hosts industry leaders from Alice & Bob, Atom Computing, D-Wave, Infleqtion, IonQ, Pasqal, PsiQuantum, Quantinuum, Quantum Circuits, QuEra Computing, Rigetti and SEEQC to learn today's state of the art and what the future holds for useful quantum computing. These unprecedented fireside chats bring together the whole quantum computing community for an overview of this exciting technology.",9:00 AM - 12:00 PM PDT,,,,Théau Peronnin,Théau Peronnin
,007 Evaluations for Your Customer Assistant LLM Agent: No Time for Hallucinations [DLIT71470],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1725978990693001npPI,"Evaluate and optimize an LLM customer assistant, ensuring it performs robustly, accurately, and with no hallucinations in real-world scenarios. Leverage the NeMo Evaluator Microservice to create unit tests to track Gen AI model quality continuously during the development:

Optimize accuracy in your local languages for multilingual deployments and AI sovereignty.
Employ LLM-as-a-judge to ensure truthfulness and toxicity.
Evaluate end-to-end RAG applications.
Master techniques for visualizing evaluation results, and use these insights to make informed decisions and improvements to your LLM agents. You'll have access to a k8s deployment of NeMo Microservices pipeline and NIM, which will be ready for experimentation.
Prerequisite(s):

Basic understanding of LLMs.
Basic understanding of evaluations.
Python.",8:00 AM - 9:45 AM PDT,,,,Dmitry Mironov,Dmitry Mironov
,007 Evaluations for Your Customer Assistant LLM Agent: No Time for Hallucinations [DLIT71470],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1725978990693001npPI,"Evaluate and optimize an LLM customer assistant, ensuring it performs robustly, accurately, and with no hallucinations in real-world scenarios. Leverage the NeMo Evaluator Microservice to create unit tests to track Gen AI model quality continuously during the development:

Optimize accuracy in your local languages for multilingual deployments and AI sovereignty.
Employ LLM-as-a-judge to ensure truthfulness and toxicity.
Evaluate end-to-end RAG applications.
Master techniques for visualizing evaluation results, and use these insights to make informed decisions and improvements to your LLM agents. You'll have access to a k8s deployment of NeMo Microservices pipeline and NIM, which will be ready for experimentation.
Prerequisite(s):

Basic understanding of LLMs.
Basic understanding of evaluations.
Python.",8:00 AM - 9:45 AM PDT,,,,Sergio Perez,Sergio Perez
,007 Evaluations for Your Customer Assistant LLM Agent: No Time for Hallucinations [DLIT71470],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1725978990693001npPI,"Evaluate and optimize an LLM customer assistant, ensuring it performs robustly, accurately, and with no hallucinations in real-world scenarios. Leverage the NeMo Evaluator Microservice to create unit tests to track Gen AI model quality continuously during the development:

Optimize accuracy in your local languages for multilingual deployments and AI sovereignty.
Employ LLM-as-a-judge to ensure truthfulness and toxicity.
Evaluate end-to-end RAG applications.
Master techniques for visualizing evaluation results, and use these insights to make informed decisions and improvements to your LLM agents. You'll have access to a k8s deployment of NeMo Microservices pipeline and NIM, which will be ready for experimentation.
Prerequisite(s):

Basic understanding of LLMs.
Basic understanding of evaluations.
Python.",8:00 AM - 9:45 AM PDT,,,,Ziv Ilan,Ziv Ilan
,"1,001 Ways to Write CUDA Kernels in Python [S72449]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1727175449007001EIKh,"You have to write a CUDA kernel. Did you know you can do it without leaving Python? We'll explore best practices for writing CUDA kernels using Python, empowering developers to harness the full potential of GPU acceleration. Gain a clear understanding of the structure and functionality of CUDA kernels, learning how to effectively implement them within Python applications. We’ll cover essential concepts including memory management, thread organization, and optimization techniques that are critical for achieving high performance.
Important: Near capacity, highly suggest arriving early. Attendees are let in on a first-come, first-served basis.",11:00 AM - 11:40 AM PDT,,,javascript:void(),Leo Fang,Leo Fang
,"200M Protein-Protein Interactions Analyzed in Seconds Using NVIDIA’s BioNemo, OpenFold, and EquiDock Framework [P74397]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735914793643001BGjb,"Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.","Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.",,,,Vishwambhar Bhandare,Vishwambhar Bhandare
,"200M Protein-Protein Interactions Analyzed in Seconds Using NVIDIA’s BioNemo, OpenFold, and EquiDock Framework [P74397]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735914793643001BGjb,"Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.","Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.",,,,Subhodeep Chatterjee,Subhodeep Chatterjee
,"200M Protein-Protein Interactions Analyzed in Seconds Using NVIDIA’s BioNemo, OpenFold, and EquiDock Framework [P74397]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735914793643001BGjb,"Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.","Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.",,,,Ketan Sarode,Ketan Sarode
,"200M Protein-Protein Interactions Analyzed in Seconds Using NVIDIA’s BioNemo, OpenFold, and EquiDock Framework [P74397]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735914793643001BGjb,"Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.","Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.",,,,Samadhan Khatal,Samadhan Khatal
,"200M Protein-Protein Interactions Analyzed in Seconds Using NVIDIA’s BioNemo, OpenFold, and EquiDock Framework [P74397]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735914793643001BGjb,"Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.","Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.",,,,Anand Muglikar,Anand Muglikar
,"200M Protein-Protein Interactions Analyzed in Seconds Using NVIDIA’s BioNemo, OpenFold, and EquiDock Framework [P74397]",https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735914793643001BGjb,"Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.","Proteins drive biological processes, including carcinogenesis, where protein-protein interactions (PPIs) are crucial for understanding cellular mechanisms and identifying therapeutic targets. Detailed knowledge of binding modes among human proteins is vital, but predicting all PPIs is computationally expensive due to limited 3D structures and scalability issues. NVIDIA's BioNemo framework addresses these challenges with optimized models like EquiDock for rigid docking and Openfold for accurate structure prediction. We used experimental 3D structures from the Research Collaboratory for Structural Bioinformatics, predicting missing ones with Openfold, and evaluated over 15,000 human proteins for PPIs. EquiDock enabled docking, achieving an 80-500X speedup over classical methods using NVIDIA H100 NVL GPUs with 94GB VRAM. This setup allowed inference of over a million pairwise interactions in under five seconds per interaction, making large-scale PPI exploration feasible and efficient.",,,,Amit Agarwal,Amit Agarwal
,3D BiCycle GANs Meet LLMs: Multimodal Structure-Based Ligand Design [P73548],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1729781504243001zemA,"Discover how 3D BiCycle generative adversarial networks (GANs) and large language models (LLMs) synergize to revolutionize ligand design, tackling complexity and inefficiency in drug discovery. Explore our groundbreaking approach to accelerate the development of lifesaving therapies.",,,,,Rohit Singh Yadav,Rohit Singh Yadav
,3D BiCycle GANs Meet LLMs: Multimodal Structure-Based Ligand Design [P73548],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1729781504243001zemA,"Discover how 3D BiCycle generative adversarial networks (GANs) and large language models (LLMs) synergize to revolutionize ligand design, tackling complexity and inefficiency in drug discovery. Explore our groundbreaking approach to accelerate the development of lifesaving therapies.",,,,,Pranjal Verma,Pranjal Verma
,3D BiCycle GANs Meet LLMs: Multimodal Structure-Based Ligand Design [P73548],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1729781504243001zemA,"Discover how 3D BiCycle generative adversarial networks (GANs) and large language models (LLMs) synergize to revolutionize ligand design, tackling complexity and inefficiency in drug discovery. Explore our groundbreaking approach to accelerate the development of lifesaving therapies.",,,,,Arpan Sheetal,Arpan Sheetal
,3D BiCycle GANs Meet LLMs: Multimodal Structure-Based Ligand Design [P73548],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1729781504243001zemA,"Discover how 3D BiCycle generative adversarial networks (GANs) and large language models (LLMs) synergize to revolutionize ligand design, tackling complexity and inefficiency in drug discovery. Explore our groundbreaking approach to accelerate the development of lifesaving therapies.",,,,,Gunjan Bhardwaj,Gunjan Bhardwaj
,3D 物理真实数字资产加速推动机器人开发进程 [S71763],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1726119631156001zF2m,我们将在演讲中，介绍 3D 物理真实数字资产尤其是铰链模型资产的特点，以满足机器人开发者用户在 Isaac Sim 平台下的仿真与视觉感知等任务中，对于仿真环境的诉求。这项有意义的工作可帮助开发者降低完成 Sim2Real 任务所需的成本。,8:30 PM - 9:10 PM PDT,APAC Simulive Room 3,,javascript:void(),Jerry Wang,Jerry Wang
,3D 物理真实数字资产加速推动机器人开发进程 [S71763],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1726119631156001zF2m,我们将在演讲中，介绍 3D 物理真实数字资产尤其是铰链模型资产的特点，以满足机器人开发者用户在 Isaac Sim 平台下的仿真与视觉感知等任务中，对于仿真环境的诉求。这项有意义的工作可帮助开发者降低完成 Sim2Real 任务所需的成本。,8:30 PM - 9:10 PM PDT,APAC Simulive Room 3,,javascript:void(),Neo Zhao,Neo Zhao
,4Kp60 Live Video Stream Optimization Running on NVIDIA Holoscan for Media [P74385],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735848800579001TSMt,"Discover how we ported our bitrate optimization technology to the NVIDIA Holoscan for Media platform, demonstrating high-quality, optimized AV1 livestreaming of 4Kp60 video. Using the platform SDKs allowed us to keep our development focus on content-adaptive encoding, and on adding its advantages to live broadcasting.",,,,https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1735848800579001TSMt,Ronen Nissim,Ronen Nissim
,Accelerate AI development with flexible GPU cloud solutions (Presented by IREN) [EXS74411],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1736165272270001blcy,"AI developers often face issues such as high costs, hardware shortages, and inefficient scaling. Flexible GPU cloud solutions can address these problems by offering on-demand access to high-performance GPUs, reducing capital expenditure, and allowing dynamic scaling based on workload.",5:00 PM - 5:15 PM PDT,,,,Kent Draper,Kent Draper
,Accelerate AI: Enhance Performance and Efficiency Using Google Cloud (Presented by Google Cloud) [S74313],https://register.nvidia.com/flow/nvidia/gtcs25/ap/page/catalog/session/1734548294136001N4MA,"We'll delve into the technical innovations that make AI hypercomputer architecture so powerful and discuss how it translates into tangible benefits for AI practitioners. We'll examine how Google Cloud extends this power to the edge with Google Distributed Cloud, enabling you to deploy and run AI models closer to your data sources and users, minimizing latency and maximizing performance. Learn how these integrated services streamline the entire AI life cycle, from data ingestion and preparation to model training, deployment, and monitoring. Discover why choosing Google Cloud is the optimal path for running your AI workloads, offering unparalleled performance, scalability, and a comprehensive suite of tools to accelerate your AI journey.",10:00 AM - 10:40 AM PDT,,,javascript:void(),Roy Kim,Roy Kim
